Full Name,Nurse Number,Nurse Type,Nurse Department,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
Manuel Addie,23,RN,Forensic,1,1,0,1,0,1,2,2,2,2,0,1,1,1,2,1,2,0,0,2,0,0,0,1,1,0,1,1,2,0,2,0,1,1,1,1,2,0,2,1,2,0
Missouri Jennings,24,LPN,Family,2,1,1,1,1,1,0,2,0,1,0,2,1,0,2,2,0,1,0,0,1,1,0,2,0,2,2,2,2,0,2,1,1,0,1,1,1,0,2,2,2,0
Blossom Marcel,25,NA,Family,2,0,1,1,0,1,0,2,0,2,1,1,2,2,1,0,2,0,0,1,2,2,2,2,1,1,0,1,2,0,2,2,2,1,1,2,0,0,1,2,1,0
Carrie Leeroy,26,NA,Mental Health,0,2,2,0,1,1,0,2,2,0,0,0,0,1,1,2,2,1,2,2,0,2,2,1,1,2,1,0,2,0,1,2,2,0,0,2,1,0,1,2,1,2
Laci Leslie,27,NA,Family,2,2,0,1,2,0,0,1,1,0,1,0,1,1,2,0,1,0,0,2,2,0,2,0,2,0,1,2,0,2,0,2,0,1,2,0,0,0,1,1,2,2
Rigoberto Joy,28,RN,Labor,0,1,2,0,2,0,1,1,1,1,1,1,2,0,1,1,0,1,1,0,1,2,2,2,2,2,1,1,2,0,1,0,1,2,0,1,0,2,1,0,1,2
Geo Gloria,29,RN,Labor,2,1,0,0,2,0,1,2,2,2,0,2,2,1,1,0,2,0,0,0,2,0,0,0,2,2,2,2,0,1,1,2,0,0,2,0,1,2,2,1,2,0
Cathrine Elisha,30,LPN,Pediatric,1,1,1,0,0,0,0,2,1,2,2,1,2,0,1,1,0,0,2,0,0,2,1,2,1,0,1,0,1,0,0,0,1,0,0,2,0,1,1,2,0,2
Judy Bennie,31,NA,Forensic,2,2,2,1,1,1,2,1,1,2,0,2,1,2,2,0,1,2,1,0,1,2,0,2,1,2,0,0,2,2,0,2,0,0,0,1,0,1,2,0,2,0
Lester Bonnie,32,RN,Oncology,2,2,0,1,2,1,2,2,2,2,1,2,0,1,2,1,1,2,2,0,2,0,2,1,2,0,1,1,1,0,2,2,1,0,0,1,1,1,2,2,1,1
Merton Geraldine,33,RN,Midwife,2,2,2,0,1,0,0,1,0,0,2,1,0,0,0,1,0,2,2,0,1,0,1,0,1,1,0,2,1,0,0,2,2,2,2,2,1,2,1,1,2,2
Gus Wilmer,34,RN,Mental Health,2,2,0,2,2,0,2,1,1,2,2,1,0,1,0,0,2,1,2,2,2,0,1,2,1,1,0,1,2,0,2,1,1,1,0,2,2,2,0,1,2,1
Jermey Alphonse,35,LPN,Oncology,2,2,0,2,0,1,0,2,2,1,2,0,1,1,1,1,1,1,1,1,0,0,2,0,0,1,1,2,2,2,1,1,0,2,1,1,2,0,1,2,0,0
Angelique Melvin,36,LPN,Labor,0,0,0,1,1,2,0,0,0,0,1,1,0,0,1,2,0,0,2,0,0,1,0,1,1,1,0,2,2,1,2,1,0,0,2,1,0,1,2,2,0,0
Felton Dane,37,NA,Midwife,1,1,1,2,0,2,0,1,1,1,0,0,2,0,1,2,2,0,2,1,1,1,1,2,0,2,2,1,2,1,0,2,1,1,0,0,1,0,0,2,2,2
James Shelli,38,RN,Labor,2,2,1,2,2,1,0,0,1,2,2,1,1,1,0,2,1,1,0,0,2,2,2,1,0,2,0,2,2,2,1,1,2,2,0,0,2,2,1,2,2,0
Joyce Alvis,39,NA,Critical Care,1,2,2,0,0,2,1,1,0,2,2,2,2,0,0,2,1,2,1,1,2,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,0
Mike Jodi,40,RN,Mental Health,1,0,0,0,0,1,0,2,0,2,2,1,0,2,1,0,1,0,0,0,0,0,1,0,2,2,0,2,2,1,0,2,0,1,1,0,1,1,2,2,0,0
Joann Madeleine,41,NA,Family,0,0,2,1,0,0,1,1,1,0,0,2,1,1,0,0,0,1,1,1,2,0,1,1,1,2,2,1,1,2,1,0,0,2,0,0,2,0,2,2,2,1
Mickey Robert,42,LPN,Family,2,1,0,1,1,2,1,0,2,1,2,1,1,2,1,2,2,0,2,2,2,1,1,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2
Edmonia Violet,43,LPN,Forensic,2,2,1,1,1,0,0,2,0,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,0,2,2,1,0,1,2,1,0,0,0,2,2,0,2,0,2,1
Linda Tatiana,44,RN,Family,0,0,0,0,2,0,1,2,2,2,2,1,2,1,1,0,2,1,1,0,0,1,2,2,2,1,2,1,0,1,1,0,0,1,1,2,2,0,2,0,0,0
Toy Logan,45,NA,Forensic,2,1,2,2,0,0,1,0,0,1,2,1,2,1,1,1,1,0,0,0,0,0,2,2,1,1,2,0,2,1,2,2,1,1,0,2,2,1,2,2,0,0
Will Dana,46,NA,Critical Care,1,0,2,0,2,0,1,0,2,0,2,1,0,2,0,0,0,1,1,2,1,2,2,1,0,2,0,2,1,2,2,2,0,0,2,2,2,0,2,1,0,2
Sharlene Lawson,47,NA,Mental Health,0,1,0,0,1,2,0,2,0,0,0,0,0,2,1,2,2,0,1,2,2,2,2,2,1,0,0,0,2,1,2,2,2,0,0,1,2,0,2,1,1,2
Rosie Abraham,48,RN,Family,1,1,1,0,1,2,1,1,0,1,1,0,1,1,1,0,0,2,0,2,1,1,1,1,2,0,2,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1
Alberto Brandan,49,LPN,Mental Health,1,0,0,0,0,0,1,2,1,1,2,0,2,1,2,2,0,2,0,1,0,1,0,1,2,1,0,2,2,1,0,1,1,1,0,2,2,0,2,0,2,1
Cecil Timmy,50,LPN,Oncology,1,1,1,0,0,0,0,2,0,2,2,2,2,1,0,2,2,0,1,2,1,2,1,2,0,2,2,2,1,0,0,0,1,2,1,0,2,1,0,0,0,0
Jeannette Forrest,51,LPN,Labor,1,1,2,1,1,1,0,2,0,0,0,2,2,1,0,1,0,1,1,2,1,2,1,2,2,0,0,2,2,2,0,1,0,0,0,1,2,0,0,0,1,2
Madeleine Glenda,52,NA,Surgery,0,2,1,2,1,2,1,0,0,1,0,2,1,0,2,0,2,2,1,0,1,2,2,1,1,2,2,0,1,0,0,0,2,2,0,2,0,1,0,2,0,2
Mattie Frederic,53,LPN,Pediatric,1,0,1,0,2,2,0,2,2,0,1,0,0,2,2,1,1,1,0,1,1,2,2,1,0,1,2,2,1,0,0,2,1,0,1,1,0,0,0,0,0,0
Amie Ian,54,RN,Midwife,2,0,0,2,0,2,0,1,2,2,1,1,2,2,0,0,1,0,1,1,1,0,1,1,2,2,0,0,2,0,1,0,1,1,2,0,2,0,2,0,2,0
Monnie Gerri,55,RN,Surgery,1,0,0,1,0,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,1,0,1,1,2,1,2,0,0,2,1,1,1,0,1,1,2,0,1,0,2,0
Willam Marc,56,LPN,Mental Health,1,1,2,0,2,1,2,0,1,0,1,1,0,0,1,1,1,2,1,1,0,0,0,1,0,1,0,2,2,2,1,1,2,0,1,1,0,1,0,2,0,2
Migdalia Mildred,57,RN,Labor,0,0,1,0,2,0,2,1,0,0,1,1,1,2,2,0,2,2,2,0,0,1,1,1,2,1,1,2,1,2,1,2,2,2,1,0,1,2,0,1,2,2
Sadie Gillian,58,LPN,Labor,1,2,1,1,2,0,0,2,0,1,2,1,1,0,0,1,0,2,1,1,0,1,0,1,2,0,2,2,1,0,0,0,2,1,0,1,0,2,0,2,1,2
Alfonso Lina,59,LPN,Mental Health,0,0,0,0,2,0,0,0,1,0,2,2,2,0,1,0,2,1,2,2,1,2,1,0,1,2,0,2,2,2,1,1,1,1,2,2,0,2,2,1,2,0
Rowena Isadora,60,NA,Mental Health,2,2,1,0,0,1,0,1,0,1,2,2,0,0,2,2,0,2,1,2,2,0,0,1,1,2,0,0,2,0,0,0,2,1,2,0,1,0,0,0,1,1
Phillip Rhoda,61,RN,Mental Health,0,1,1,1,0,0,2,2,1,0,2,1,2,1,0,0,2,2,2,0,2,1,2,0,0,1,2,2,1,0,0,0,2,1,0,2,1,1,2,0,2,2
Alpha Althea,62,RN,Mental Health,2,2,1,2,2,2,1,0,2,1,0,1,1,0,2,2,2,1,0,0,0,2,2,0,0,0,1,0,2,0,0,0,2,2,2,0,1,0,1,2,0,0
Marilyn Griffin,63,RN,Mental Health,1,0,0,1,2,1,0,2,2,1,2,1,1,2,2,1,1,1,0,2,2,1,1,0,2,1,2,0,2,0,1,1,0,2,2,2,0,2,1,2,1,2
Anton Araceli,64,LPN,Mental Health,2,0,0,0,2,2,0,1,0,0,0,0,0,1,2,2,1,2,2,0,0,0,2,2,1,2,1,2,1,1,0,1,0,1,2,2,2,2,1,0,0,0
Edward Francesca,65,NA,Labor,0,1,1,0,2,1,2,2,1,1,2,0,2,1,0,0,2,1,0,2,0,2,1,1,2,0,2,0,1,0,0,0,1,0,2,0,2,2,0,2,2,0
Hal Bronson,66,NA,Oncology,0,1,2,1,2,2,0,0,0,0,1,2,0,1,0,2,1,0,0,2,1,1,1,0,1,0,0,2,0,2,2,0,1,0,0,0,1,1,0,0,1,0
Adriana Buck,67,LPN,Surgery,0,2,0,2,1,2,2,1,1,0,0,2,0,1,2,0,1,0,1,0,0,0,0,2,1,0,0,1,0,2,2,0,1,0,2,0,2,2,0,2,0,0
Anita Sheena,68,NA,Pediatric,0,2,0,1,1,2,1,0,0,2,1,2,1,0,0,2,1,2,0,1,2,1,1,2,0,2,1,0,2,0,0,2,2,0,2,2,2,1,0,0,1,1
Aline Fiona,69,NA,Midwife,1,2,2,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,2,0,1,0,1,0,1,1,1,2,2,1,0,2,2,1,0,2,0,0,1,0,2,0
Benito Sasha,70,RN,Midwife,0,1,2,1,1,0,0,1,2,2,1,1,0,1,1,2,2,1,0,0,2,1,1,2,0,0,1,2,2,2,2,2,2,2,0,1,2,0,2,2,1,0
Latrina Abby,71,RN,Mental Health,0,1,1,0,1,2,1,0,0,1,1,0,2,0,0,1,0,1,2,0,2,2,2,0,2,2,1,1,2,1,0,0,1,2,0,1,1,2,1,2,0,2
Beaulah Henrietta,72,LPN,Mental Health,0,1,0,0,2,1,1,2,1,1,2,0,2,2,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,2,2,0,0,0,1,1,0,2,0,1,2
Elvira Georgia,73,LPN,Pediatric,0,1,2,1,0,2,2,0,2,0,0,1,2,0,1,1,0,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,2,1,0,1,1,0,0,0,2,2
Abby Elizabeth,74,NA,Mental Health,1,1,2,0,2,2,1,0,2,0,1,2,2,1,1,2,1,0,0,0,0,1,0,0,0,0,1,1,0,1,2,0,1,1,2,0,0,2,1,0,2,0
Greta Urban,75,LPN,Forensic,1,0,2,1,1,2,0,0,0,2,2,2,0,0,1,2,1,1,2,2,0,2,0,1,0,0,2,1,1,2,1,1,2,2,0,1,2,2,2,1,1,2
Norine Pedro,76,NA,Pediatric,0,0,2,1,1,2,2,1,0,1,0,2,1,1,1,1,1,1,2,0,0,0,1,0,0,1,1,2,0,2,2,1,2,1,2,0,0,2,2,0,2,1
Prudence Hudson,77,LPN,Critical Care,1,1,1,1,0,1,0,1,2,0,2,1,1,2,0,1,0,0,1,2,2,0,2,0,1,1,2,0,0,0,1,1,0,0,1,1,1,2,2,2,1,2
Cletus Aileen,78,NA,Family,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,1,1,2,1,1,0,1,0,1,2,2,2,1,1,2,1,1,2,0,1
Doris Janie,79,RN,Surgery,0,2,2,2,2,1,2,0,1,0,2,0,1,1,1,0,1,0,0,1,0,2,1,0,1,1,2,1,2,0,1,0,1,0,2,1,0,1,2,1,2,1
Carlton Lyla,80,RN,Critical Care,1,0,1,1,1,2,1,1,2,1,1,1,1,2,2,0,0,0,2,1,2,0,2,2,0,2,2,0,1,0,1,1,1,1,1,1,2,0,1,2,0,2
Betty Calvin,81,LPN,Pediatric,1,1,2,0,1,2,0,1,0,1,2,2,2,1,2,2,0,1,0,2,2,1,1,2,2,1,1,2,0,0,1,1,1,2,2,2,2,2,1,1,0,0
Stan Clifford,82,RN,Family,0,0,0,0,0,1,1,0,0,2,2,0,1,2,0,0,1,0,2,2,0,2,1,0,0,0,1,1,0,2,1,1,0,0,1,0,0,1,1,2,2,0
Keely Elmore,83,NA,Oncology,0,1,2,1,2,2,2,1,0,2,0,0,0,2,1,2,0,0,1,2,2,0,1,1,1,2,1,0,0,2,2,2,0,2,1,1,1,2,1,0,2,1
Marc Lige,84,RN,Midwife,2,1,2,1,2,2,2,1,1,1,0,2,2,0,2,0,0,2,1,2,1,1,0,0,2,1,2,1,2,0,2,2,1,1,1,1,1,2,2,0,1,1
Joel Joanna,85,RN,Midwife,2,2,2,0,1,1,2,0,0,1,2,2,0,0,1,1,2,2,1,1,0,1,2,0,0,0,1,2,0,1,2,1,1,2,1,1,0,0,1,0,1,0
Elisabeth Anderson,86,NA,Family,1,0,2,2,2,1,2,1,0,2,1,1,1,2,1,2,2,1,1,0,2,0,1,2,0,0,1,2,0,2,1,0,1,1,1,2,2,1,1,1,0,1
Raphael Carolina,87,LPN,Oncology,1,2,2,1,1,0,2,0,2,0,0,0,1,2,0,0,0,2,1,0,0,1,1,1,2,1,0,2,0,0,0,2,0,0,0,1,1,0,2,0,0,1
Horace Buddy,88,LPN,Forensic,1,1,0,2,0,2,2,1,0,2,2,2,2,2,2,1,1,2,1,0,2,0,1,2,1,0,1,1,1,1,0,1,0,0,2,2,1,0,0,1,2,1
Ardis Waymon,89,LPN,Midwife,1,0,0,2,1,1,0,2,1,2,2,0,1,2,2,0,0,0,1,2,1,0,1,2,2,1,1,2,1,2,1,0,0,2,2,0,0,1,1,2,2,2
Keaton Antone,90,LPN,Midwife,0,1,2,1,0,0,1,1,0,1,0,2,1,1,0,2,2,0,2,2,2,1,2,1,1,0,1,1,0,2,0,0,1,2,0,2,1,0,2,2,1,1
Pasquale Joaquin,91,NA,Forensic,0,1,0,0,2,2,1,0,0,1,0,2,2,2,2,1,1,0,2,0,2,0,2,1,0,0,2,2,1,1,1,1,0,1,2,2,0,1,1,2,0,0
Norbert Dwight,92,LPN,Forensic,0,1,2,0,2,1,1,0,2,1,1,1,2,1,1,2,1,0,2,2,2,1,1,0,2,1,2,2,1,0,0,1,0,0,2,0,1,1,0,0,0,2
Muriel Hugh,93,RN,Labor,0,2,0,1,1,0,1,0,0,2,0,0,2,2,0,0,1,0,1,0,0,1,0,2,1,1,2,0,2,1,0,0,0,0,1,0,1,0,1,2,0,2
Ariana Olga,94,NA,Critical Care,1,0,2,0,2,1,1,2,0,2,1,0,1,0,0,0,2,2,1,1,2,1,1,0,2,1,0,1,2,2,2,0,2,0,1,1,1,1,0,1,0,0
Shaun Natalia,95,RN,Mental Health,0,0,0,0,1,1,1,0,1,2,1,1,2,2,2,1,1,1,2,0,1,1,1,0,1,1,1,2,1,1,2,0,2,2,2,2,0,2,1,1,2,1
Coleman Cruz,96,LPN,Forensic,0,2,0,0,0,0,1,0,1,0,1,2,0,2,0,0,0,2,1,2,0,1,2,2,0,0,1,2,1,0,2,1,0,1,1,2,0,1,0,1,2,2
Jacquelin Nathaniel,97,LPN,Mental Health,2,0,2,0,0,2,1,1,1,0,0,0,2,1,1,0,1,2,1,1,0,0,2,0,2,1,2,1,0,2,1,2,1,1,2,0,2,0,0,1,2,1
Paulette Jessica,98,NA,Pediatric,0,2,2,1,1,1,2,1,0,2,0,0,1,2,2,2,1,0,1,1,2,2,0,2,2,0,1,2,2,0,1,1,1,0,1,0,0,2,1,2,1,0
Ewell Kenneth,99,NA,Midwife,2,1,2,1,0,2,0,0,0,0,0,2,2,2,0,1,1,1,2,1,2,0,2,0,1,2,1,2,1,1,1,2,2,1,0,1,0,1,2,0,0,0
Coleman Evie,100,RN,Midwife,2,2,0,1,0,0,2,0,1,0,1,2,1,2,2,2,1,2,2,1,2,1,1,0,2,2,1,1,2,0,0,0,0,2,1,2,1,2,2,2,1,0
Hilda Dwayne,101,LPN,Mental Health,2,2,0,0,0,2,2,2,1,0,1,0,1,2,1,1,1,1,1,1,1,2,0,2,1,2,2,2,0,0,2,0,1,0,0,2,2,0,0,0,1,1
Kori Ruth,102,NA,Oncology,0,2,1,1,0,1,1,2,2,2,1,0,0,0,2,0,0,2,2,0,1,1,1,1,1,2,1,2,1,0,2,0,0,2,2,0,2,2,0,2,0,0
Randi Hugo,103,NA,Forensic,1,0,2,0,0,2,1,2,2,2,0,2,0,0,2,1,0,0,2,1,2,2,1,2,1,1,2,0,2,0,0,2,1,0,1,2,0,1,0,0,2,1
Lidie Romeo,104,LPN,Oncology,0,1,0,0,2,0,1,1,1,2,0,1,1,2,0,0,2,1,1,0,2,1,2,0,2,0,0,2,2,2,1,2,0,1,1,1,2,1,1,0,2,1
Lana Elijah,105,NA,Mental Health,1,0,0,1,0,1,0,0,1,2,0,0,1,2,0,1,0,1,0,2,1,2,1,1,0,2,1,0,2,1,1,2,1,1,0,1,2,0,1,1,1,0
Rolando Cameron,106,RN,Pediatric,1,1,0,2,0,2,1,0,0,1,2,2,1,0,0,2,2,1,0,2,1,2,1,0,0,0,1,2,0,1,0,0,1,0,2,1,0,1,1,1,2,2
Cecelia Annika,107,RN,Critical Care,1,0,1,0,0,0,1,1,2,0,2,0,0,1,0,0,2,1,1,1,1,2,0,2,2,1,2,0,2,0,2,1,0,2,1,0,2,2,1,0,0,1
Nelson Rico,108,RN,Forensic,2,1,0,2,2,0,1,0,0,1,2,2,1,0,2,0,1,0,1,2,1,0,1,0,2,2,0,2,2,0,0,0,2,0,2,0,0,2,0,0,2,2
Mickey Deann,109,LPN,Surgery,0,2,2,2,2,0,1,2,2,1,1,2,0,2,1,2,1,0,0,2,2,1,2,1,0,1,0,2,2,1,0,0,0,0,0,1,0,1,1,0,2,0
Linda Ken,110,LPN,Oncology,1,2,1,1,2,2,2,1,1,0,2,1,1,2,0,0,2,2,2,0,0,0,0,1,0,2,2,1,2,1,0,2,2,0,1,0,2,2,2,2,1,1
Isaac Lelia,111,LPN,Mental Health,2,1,2,0,2,1,2,2,1,2,1,2,0,2,1,1,2,0,2,1,0,1,0,0,0,2,2,2,1,0,2,2,2,2,2,0,0,0,2,2,0,0
Phillip Mahlon,112,LPN,Family,1,0,1,0,2,0,1,0,0,2,1,0,1,2,2,2,2,2,2,0,0,1,1,2,0,1,1,1,0,2,1,2,2,0,1,0,1,2,2,0,2,2
Gregorio Katy,113,LPN,Midwife,0,2,0,1,2,1,2,0,2,0,0,0,2,2,0,0,1,1,2,0,0,2,2,2,2,0,2,0,1,2,1,1,0,2,2,2,0,2,0,0,2,2
Antone Jada,114,RN,Critical Care,0,2,2,2,0,2,2,1,2,2,0,0,0,0,0,0,1,0,1,0,1,0,2,1,1,1,2,0,2,2,1,1,1,2,2,1,1,0,2,0,1,1
Austin Essence,115,NA,Oncology,0,1,0,0,2,2,0,2,0,0,2,2,1,2,0,2,0,0,0,0,2,0,0,0,0,2,0,2,2,1,0,0,1,2,1,0,0,1,2,1,2,0
Josh Emerson,116,LPN,Forensic,1,1,2,1,1,1,2,1,2,0,0,1,0,0,0,0,0,2,1,1,1,2,1,2,1,1,2,1,0,0,1,0,0,1,0,2,1,0,2,1,0,1
Suzanne Winford,117,RN,Pediatric,0,2,0,1,1,1,1,2,1,1,0,2,2,1,2,0,1,2,0,2,1,1,2,2,1,0,1,1,0,0,2,2,2,0,1,2,2,0,2,1,1,2
Gwendolyn Celeste,118,LPN,Surgery,0,0,2,0,1,1,1,0,0,2,2,1,2,0,1,0,0,0,2,0,2,2,1,1,0,1,0,2,2,1,1,2,2,1,0,0,1,1,0,0,1,1
Carol Sydnee,119,RN,Surgery,0,2,2,1,1,2,0,0,0,2,1,0,0,2,2,1,1,1,0,0,2,2,0,0,1,0,0,2,1,0,2,2,2,2,2,2,2,2,0,1,0,2
Nealie Larry,120,RN,Surgery,0,0,2,2,1,1,0,2,1,1,2,0,1,0,1,0,0,2,1,2,1,2,2,1,2,1,0,0,2,0,2,2,2,2,2,2,0,1,2,1,2,1
Antonio Dallin,121,LPN,Surgery,0,0,0,2,0,2,1,1,0,1,0,1,0,1,1,0,1,2,2,2,2,0,1,0,0,2,1,0,1,1,2,0,0,0,1,2,0,0,2,1,1,2
Rodney Dominick,122,LPN,Surgery,1,1,2,1,2,1,1,0,2,2,2,1,0,0,0,0,1,0,0,0,1,2,1,1,1,2,0,1,0,0,1,1,2,1,0,2,0,1,2,2,1,2
Annette Annmarie,123,LPN,Critical Care,1,1,1,2,0,1,1,2,1,1,2,1,2,1,2,2,0,1,1,2,1,0,1,2,0,1,2,1,2,2,0,2,0,1,2,2,1,0,0,0,1,2
Greta Roderick,124,NA,Oncology,2,2,2,0,0,0,2,1,2,1,0,2,1,0,2,0,0,0,2,1,0,0,1,0,1,0,2,0,1,0,2,2,0,0,1,1,2,1,0,0,0,0
Preston Luke,125,NA,Midwife,1,2,0,0,2,1,0,1,2,0,1,0,1,0,2,1,0,1,2,1,2,1,0,0,0,1,2,2,1,0,2,2,1,0,0,2,0,1,2,0,0,0
Henrietta Connor,126,RN,Midwife,0,2,2,0,0,1,2,1,2,0,0,2,2,0,1,2,0,2,0,2,0,2,2,1,0,1,1,0,0,2,2,1,1,0,2,0,2,1,0,2,2,2
Whitney Janel,127,RN,Critical Care,2,0,2,0,0,1,2,1,2,0,0,1,1,0,1,1,2,0,0,1,0,1,2,1,1,1,1,2,1,0,0,0,1,2,1,2,1,0,2,0,2,1
Julius Dominick,128,LPN,Surgery,0,2,1,1,1,0,1,2,0,1,0,2,2,0,1,1,0,2,2,1,1,0,2,0,1,0,1,0,1,0,0,0,1,2,2,2,2,0,1,0,1,1
Paula Hulda,129,LPN,Family,0,0,1,2,0,1,2,0,1,1,2,2,0,2,2,0,2,1,1,0,2,2,1,2,2,1,2,1,2,2,1,0,0,1,2,1,2,2,2,2,0,0
Nanie Sandi,130,RN,Midwife,1,1,0,1,1,2,1,1,0,2,1,2,2,1,0,2,2,0,1,0,1,2,0,0,1,2,0,1,2,2,2,2,2,2,2,2,2,2,0,2,2,1
Cynthia James,131,LPN,Mental Health,2,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,1,1,2,0,2,0,1,1,1,0,0,2,0,2,0,0,1,2,0,0,0,1,2,0
Tamekia Effie,132,RN,Labor,0,0,0,0,1,0,1,1,2,2,0,0,2,0,2,1,0,1,1,1,0,2,1,1,1,0,2,1,2,0,2,2,2,1,1,1,0,1,1,0,2,1
Dorothy Ralph,133,LPN,Pediatric,0,0,0,0,2,2,1,0,0,2,2,1,0,0,1,1,0,2,2,1,2,0,1,2,1,0,0,2,0,2,1,2,0,1,2,1,0,2,2,1,0,1
